City,Date,AQI,AQI_Bucket
Ahmedabad,12/18/2016,,
Ahmedabad,12/19/2016,,
Ahmedabad,12/20/2016,,
Ahmedabad,12/21/2016,,
Ahmedabad,12/22/2016,,
Ahmedabad,12/23/2016,,
Ahmedabad,12/24/2016,,
Ahmedabad,12/25/2016,,
Ahmedabad,12/26/2016,,
Ahmedabad,12/27/2016,,
Ahmedabad,12/28/2016,,
Ahmedabad,12/29/2016,,
Ahmedabad,12/30/2016,,
Ahmedabad,12/31/2016,,
Ahmedabad,1/1/2017,,
Ahmedabad,1/2/2017,,
Ahmedabad,1/3/2017,,
Ahmedabad,1/4/2017,,
Ahmedabad,1/5/2017,,
Ahmedabad,1/6/2017,,
Ahmedabad,1/7/2017,,
Ahmedabad,1/8/2017,,
Ahmedabad,1/9/2017,,
Ahmedabad,1/10/2017,,
Ahmedabad,1/11/2017,,
Ahmedabad,1/12/2017,,
Ahmedabad,1/13/2017,,
Ahmedabad,1/14/2017,,
Ahmedabad,1/15/2017,,
Ahmedabad,1/16/2017,,
Ahmedabad,1/17/2017,,
Ahmedabad,1/18/2017,,
Ahmedabad,1/19/2017,,
Ahmedabad,1/20/2017,,
Ahmedabad,1/21/2017,,
Ahmedabad,1/22/2017,,
Ahmedabad,1/23/2017,,
Ahmedabad,1/24/2017,,
Ahmedabad,1/25/2017,,
Ahmedabad,1/26/2017,,
Ahmedabad,1/27/2017,,
Ahmedabad,1/28/2017,,
Ahmedabad,1/29/2017,,
Ahmedabad,1/30/2017,,
Ahmedabad,1/31/2017,,
Ahmedabad,2/1/2017,,
Ahmedabad,2/2/2017,,
Ahmedabad,2/3/2017,,
Ahmedabad,2/4/2017,,
Ahmedabad,2/5/2017,,
Ahmedabad,2/6/2017,,
Ahmedabad,2/7/2017,,
Ahmedabad,2/8/2017,,
Ahmedabad,2/9/2017,,
Ahmedabad,2/10/2017,,
Ahmedabad,2/11/2017,,
Ahmedabad,2/12/2017,,
Ahmedabad,2/13/2017,,
Ahmedabad,2/14/2017,,
Ahmedabad,2/15/2017,,
Ahmedabad,2/16/2017,,
Ahmedabad,2/17/2017,,
Ahmedabad,2/18/2017,,
Ahmedabad,2/19/2017,,
Ahmedabad,2/20/2017,,
Ahmedabad,2/21/2017,,
Ahmedabad,2/22/2017,,
Ahmedabad,2/23/2017,,
Ahmedabad,2/24/2017,,
Ahmedabad,2/25/2017,,
Ahmedabad,2/26/2017,,
Ahmedabad,2/27/2017,,
Ahmedabad,2/28/2017,,
Ahmedabad,3/1/2017,,
Ahmedabad,3/2/2017,,
Ahmedabad,3/3/2017,,
Ahmedabad,3/4/2017,,
Ahmedabad,3/5/2017,,
Ahmedabad,3/6/2017,,
Ahmedabad,3/7/2017,,
Ahmedabad,3/8/2017,,
Ahmedabad,3/9/2017,,
Ahmedabad,3/10/2017,,
Ahmedabad,3/11/2017,,
Ahmedabad,3/12/2017,,
Ahmedabad,3/13/2017,,
Ahmedabad,3/14/2017,,
Ahmedabad,3/15/2017,,
Ahmedabad,3/16/2017,,
Ahmedabad,3/17/2017,,
Ahmedabad,3/18/2017,,
Ahmedabad,3/19/2017,,
Ahmedabad,3/20/2017,,
Ahmedabad,3/21/2017,,
Ahmedabad,3/22/2017,,
Ahmedabad,3/23/2017,,
Ahmedabad,3/24/2017,,
Ahmedabad,3/25/2017,,
Ahmedabad,3/26/2017,,
Ahmedabad,3/27/2017,,
Ahmedabad,3/28/2017,,
Ahmedabad,3/29/2017,,
Ahmedabad,3/30/2017,,
Ahmedabad,3/31/2017,,
Ahmedabad,4/1/2017,,
Ahmedabad,4/2/2017,,
Ahmedabad,4/3/2017,,
Ahmedabad,4/4/2017,,
Ahmedabad,4/5/2017,,
Ahmedabad,4/6/2017,,
Ahmedabad,4/7/2017,,
Ahmedabad,4/8/2017,,
Ahmedabad,4/9/2017,,
Ahmedabad,4/10/2017,,
Ahmedabad,4/11/2017,,
Ahmedabad,4/12/2017,,
Ahmedabad,4/13/2017,,
Ahmedabad,4/14/2017,,
Ahmedabad,4/15/2017,,
Ahmedabad,4/16/2017,,
Ahmedabad,4/17/2017,,
Ahmedabad,4/18/2017,,
Ahmedabad,4/19/2017,,
Ahmedabad,4/20/2017,,
Ahmedabad,4/21/2017,,
Ahmedabad,4/22/2017,,
Ahmedabad,4/23/2017,,
Ahmedabad,4/24/2017,,
Ahmedabad,4/25/2017,,
Ahmedabad,4/26/2017,,
Ahmedabad,4/27/2017,,
Ahmedabad,4/28/2017,,
Ahmedabad,4/29/2017,,
Ahmedabad,4/30/2017,,
Ahmedabad,5/1/2017,,
Ahmedabad,5/2/2017,,
Ahmedabad,5/3/2017,,
Ahmedabad,5/4/2017,,
Ahmedabad,5/5/2017,,
Ahmedabad,5/6/2017,,
Ahmedabad,5/7/2017,,
Ahmedabad,5/8/2017,,
Ahmedabad,5/9/2017,,
Ahmedabad,5/10/2017,,
Ahmedabad,5/11/2017,,
Ahmedabad,5/12/2017,,
Ahmedabad,5/13/2017,,
Ahmedabad,5/14/2017,,
Ahmedabad,5/15/2017,,
Ahmedabad,5/16/2017,,
Ahmedabad,5/17/2017,,
Ahmedabad,5/18/2017,,
Ahmedabad,5/19/2017,,
Ahmedabad,5/20/2017,,
Ahmedabad,5/21/2017,,
Ahmedabad,5/22/2017,,
Ahmedabad,5/23/2017,,
Ahmedabad,5/24/2017,,
Ahmedabad,5/25/2017,,
Ahmedabad,5/26/2017,,
Ahmedabad,5/27/2017,,
Ahmedabad,5/28/2017,,
Ahmedabad,5/29/2017,,
Ahmedabad,5/30/2017,,
Ahmedabad,5/31/2017,,
Ahmedabad,6/1/2017,,
Ahmedabad,6/2/2017,,
Ahmedabad,6/3/2017,,
Ahmedabad,6/4/2017,,
Ahmedabad,6/5/2017,,
Ahmedabad,6/6/2017,,
Ahmedabad,6/7/2017,,
Ahmedabad,6/8/2017,,
Ahmedabad,6/9/2017,,
Ahmedabad,6/10/2017,,
Ahmedabad,6/11/2017,,
Ahmedabad,6/12/2017,,
Ahmedabad,6/13/2017,,
Ahmedabad,6/14/2017,,
Ahmedabad,6/15/2017,,
Ahmedabad,6/16/2017,,
Ahmedabad,6/17/2017,,
Ahmedabad,6/18/2017,,
Ahmedabad,6/19/2017,,
Ahmedabad,6/20/2017,,
Ahmedabad,6/21/2017,,
Ahmedabad,6/22/2017,,
Ahmedabad,6/23/2017,,
Ahmedabad,6/24/2017,,
Ahmedabad,6/25/2017,,
Ahmedabad,6/26/2017,,
Ahmedabad,6/27/2017,,
Ahmedabad,6/28/2017,,
Ahmedabad,6/29/2017,,
Ahmedabad,6/30/2017,,
Ahmedabad,7/1/2017,,
Ahmedabad,7/2/2017,,
Ahmedabad,7/3/2017,,
Ahmedabad,7/4/2017,,
Ahmedabad,7/5/2017,,
Ahmedabad,7/6/2017,,
Ahmedabad,7/7/2017,,
Ahmedabad,7/8/2017,,
Ahmedabad,7/9/2017,,
Ahmedabad,7/10/2017,,
Ahmedabad,7/11/2017,,
Ahmedabad,7/12/2017,,
Ahmedabad,7/13/2017,,
Ahmedabad,7/14/2017,,
Ahmedabad,7/15/2017,,
Ahmedabad,7/16/2017,,
Ahmedabad,7/17/2017,,
Ahmedabad,7/18/2017,,
Ahmedabad,7/19/2017,,
Ahmedabad,7/20/2017,,
Ahmedabad,7/21/2017,,
Ahmedabad,7/22/2017,,
Ahmedabad,7/23/2017,,
Ahmedabad,7/24/2017,,
Ahmedabad,7/25/2017,,
Ahmedabad,7/26/2017,,
Ahmedabad,7/27/2017,,
Ahmedabad,7/28/2017,,
Ahmedabad,7/29/2017,,
Ahmedabad,7/30/2017,,
Ahmedabad,7/31/2017,,
Ahmedabad,8/1/2017,,
Ahmedabad,8/2/2017,,
Ahmedabad,8/3/2017,,
Ahmedabad,8/4/2017,,
Ahmedabad,8/5/2017,,
Ahmedabad,8/6/2017,,
Ahmedabad,8/7/2017,,
Ahmedabad,8/8/2017,,
Ahmedabad,8/9/2017,,
Ahmedabad,8/10/2017,,
Ahmedabad,8/11/2017,,
Ahmedabad,8/12/2017,,
Ahmedabad,8/13/2017,,
Ahmedabad,8/14/2017,,
Ahmedabad,8/15/2017,,
Ahmedabad,8/16/2017,,
Ahmedabad,8/17/2017,,
Ahmedabad,8/18/2017,,
Ahmedabad,8/19/2017,,
Ahmedabad,8/20/2017,,
Ahmedabad,8/21/2017,,
Ahmedabad,8/22/2017,,
Ahmedabad,8/23/2017,,
Ahmedabad,8/24/2017,,
Ahmedabad,8/25/2017,,
Ahmedabad,8/26/2017,,
Ahmedabad,8/27/2017,,
Ahmedabad,8/28/2017,,
Ahmedabad,8/29/2017,,
Ahmedabad,8/30/2017,,
Ahmedabad,8/31/2017,,
Ahmedabad,9/1/2017,,
Ahmedabad,9/2/2017,,
Ahmedabad,9/3/2017,,
Ahmedabad,9/4/2017,,
Ahmedabad,9/5/2017,,
Ahmedabad,9/6/2017,,
Ahmedabad,9/7/2017,,
Ahmedabad,9/8/2017,,
Ahmedabad,9/9/2017,,
Ahmedabad,9/10/2017,,
Ahmedabad,9/11/2017,,
Ahmedabad,9/12/2017,,
Ahmedabad,9/13/2017,,
Ahmedabad,9/14/2017,,
Ahmedabad,9/15/2017,,
Ahmedabad,9/16/2017,,
Ahmedabad,9/17/2017,,
Ahmedabad,9/18/2017,,
Ahmedabad,9/19/2017,,
Ahmedabad,9/20/2017,,
Ahmedabad,9/21/2017,,
Ahmedabad,9/22/2017,,
Ahmedabad,9/23/2017,,
Ahmedabad,9/24/2017,,
Ahmedabad,9/25/2017,,
Ahmedabad,9/26/2017,,
Ahmedabad,9/27/2017,,
Ahmedabad,9/28/2017,,
Ahmedabad,9/29/2017,,
Ahmedabad,9/30/2017,,
Ahmedabad,10/1/2017,,
Ahmedabad,10/2/2017,,
Ahmedabad,10/3/2017,,
Ahmedabad,10/4/2017,,
Ahmedabad,10/5/2017,,
Ahmedabad,10/6/2017,,
Ahmedabad,10/7/2017,,
Ahmedabad,10/8/2017,,
Ahmedabad,10/9/2017,,
Ahmedabad,10/10/2017,,
Ahmedabad,10/11/2017,105,Moderate
Ahmedabad,10/12/2017,,
Ahmedabad,10/13/2017,,
Ahmedabad,10/14/2017,,
Ahmedabad,10/15/2017,,
Ahmedabad,10/16/2017,,
Ahmedabad,10/17/2017,,
Ahmedabad,10/18/2017,,
Ahmedabad,10/19/2017,,
Ahmedabad,10/20/2017,,
Ahmedabad,10/21/2017,319,Very Poor
Ahmedabad,10/22/2017,146,Moderate
Ahmedabad,10/23/2017,80,Satisfactory
Ahmedabad,10/24/2017,102,Moderate
Ahmedabad,10/25/2017,459,Severe
Ahmedabad,10/26/2017,1426,Severe
Ahmedabad,10/27/2017,1348,Severe
Ahmedabad,10/28/2017,1073,Severe
Ahmedabad,10/29/2017,952,Severe
Ahmedabad,10/30/2017,,
Ahmedabad,10/31/2017,,
Ahmedabad,11/1/2017,,
Ahmedabad,11/2/2017,,
Ahmedabad,11/3/2017,550,Severe
Ahmedabad,11/4/2017,538,Severe
Ahmedabad,11/5/2017,498,Severe
Ahmedabad,11/6/2017,517,Severe
Ahmedabad,11/7/2017,901,Severe
Ahmedabad,11/8/2017,929,Severe
Ahmedabad,11/9/2017,850,Severe
Ahmedabad,11/10/2017,669,Severe
Ahmedabad,11/11/2017,1141,Severe
Ahmedabad,11/12/2017,707,Severe
Ahmedabad,11/13/2017,1577,Severe
Ahmedabad,11/14/2017,1747,Severe
Ahmedabad,11/15/2017,1065,Severe
Ahmedabad,11/16/2017,195,Moderate
Ahmedabad,11/17/2017,291,Poor
Ahmedabad,11/18/2017,313,Very Poor
Ahmedabad,11/19/2017,333,Very Poor
Ahmedabad,11/20/2017,338,Very Poor
Ahmedabad,11/21/2017,371,Very Poor
Ahmedabad,11/22/2017,463,Severe
Ahmedabad,11/23/2017,419,Severe
Ahmedabad,11/24/2017,700,Severe
Ahmedabad,11/25/2017,1043,Severe
Ahmedabad,11/26/2017,1029,Severe
Ahmedabad,11/27/2017,1041,Severe
Ahmedabad,11/28/2017,1430,Severe
Ahmedabad,11/29/2017,765,Severe
Ahmedabad,11/30/2017,599,Severe
Ahmedabad,12/1/2017,764,Severe
Ahmedabad,12/2/2017,330,Very Poor
Ahmedabad,12/3/2017,205,Poor
Ahmedabad,12/4/2017,164,Moderate
Ahmedabad,12/5/2017,187,Moderate
Ahmedabad,12/6/2017,149,Moderate
Ahmedabad,12/7/2017,215,Poor
Ahmedabad,12/8/2017,284,Poor
Ahmedabad,12/9/2017,167,Moderate
Ahmedabad,12/10/2017,337,Very Poor
Ahmedabad,12/11/2017,696,Severe
Ahmedabad,12/12/2017,295,Poor
Ahmedabad,12/13/2017,565,Severe
Ahmedabad,12/14/2017,400,Very Poor
Ahmedabad,12/15/2017,250,Poor
Ahmedabad,12/16/2017,232,Poor
Ahmedabad,12/17/2017,174,Moderate
Ahmedabad,12/18/2017,198,Moderate
Ahmedabad,12/19/2017,340,Very Poor
Ahmedabad,12/20/2017,355,Very Poor
Ahmedabad,12/21/2017,246,Poor
Ahmedabad,12/22/2017,216,Poor
Ahmedabad,12/23/2017,306,Very Poor
Ahmedabad,12/24/2017,650,Severe
Ahmedabad,12/25/2017,515,Severe
Ahmedabad,12/26/2017,529,Severe
Ahmedabad,12/27/2017,404,Severe
Ahmedabad,12/28/2017,773,Severe
Ahmedabad,12/29/2017,763,Severe
Ahmedabad,12/30/2017,474,Severe
Ahmedabad,12/31/2017,343,Very Poor
Ahmedabad,1/1/2018,278,Poor
Ahmedabad,1/2/2018,256,Poor
Ahmedabad,1/3/2018,300,Poor
Ahmedabad,1/4/2018,532,Severe
Ahmedabad,1/5/2018,534,Severe
Ahmedabad,1/6/2018,738,Severe
Ahmedabad,1/7/2018,622,Severe
Ahmedabad,1/8/2018,517,Severe
Ahmedabad,1/9/2018,216,Poor
Ahmedabad,1/10/2018,316,Very Poor
Ahmedabad,1/11/2018,586,Severe
Ahmedabad,1/12/2018,898,Severe
Ahmedabad,1/13/2018,421,Severe
Ahmedabad,1/14/2018,542,Severe
Ahmedabad,1/15/2018,610,Severe
Ahmedabad,1/16/2018,716,Severe
Ahmedabad,1/17/2018,804,Severe
Ahmedabad,1/18/2018,656,Severe
Ahmedabad,1/19/2018,1201,Severe
Ahmedabad,1/20/2018,,
Ahmedabad,1/21/2018,595,Severe
Ahmedabad,1/22/2018,384,Very Poor
Ahmedabad,1/23/2018,332,Very Poor
Ahmedabad,1/24/2018,1155,Severe
Ahmedabad,1/25/2018,1355,Severe
Ahmedabad,1/26/2018,1367,Severe
Ahmedabad,1/27/2018,795,Severe
Ahmedabad,1/28/2018,430,Severe
Ahmedabad,1/29/2018,1153,Severe
Ahmedabad,1/30/2018,1414,Severe
Ahmedabad,1/31/2018,1042,Severe
Ahmedabad,2/1/2018,1613,Severe
Ahmedabad,2/2/2018,433,Severe
Ahmedabad,2/3/2018,692,Severe
Ahmedabad,2/4/2018,620,Severe
Ahmedabad,2/5/2018,617,Severe
Ahmedabad,2/6/2018,590,Severe
Ahmedabad,2/7/2018,856,Severe
Ahmedabad,2/8/2018,587,Severe
Ahmedabad,2/9/2018,1423,Severe
Ahmedabad,2/10/2018,1917,Severe
Ahmedabad,2/11/2018,471,Severe
Ahmedabad,2/12/2018,488,Severe
Ahmedabad,2/13/2018,471,Severe
Ahmedabad,2/14/2018,172,Moderate
Ahmedabad,2/15/2018,390,Very Poor
Ahmedabad,2/16/2018,802,Severe
Ahmedabad,2/17/2018,1035,Severe
Ahmedabad,2/18/2018,1477,Severe
Ahmedabad,2/19/2018,2049,Severe
Ahmedabad,2/20/2018,1314,Severe
Ahmedabad,2/21/2018,1215,Severe
Ahmedabad,2/22/2018,1483,Severe
Ahmedabad,2/23/2018,1526,Severe
Ahmedabad,2/24/2018,,
Ahmedabad,2/25/2018,,
Ahmedabad,2/26/2018,460,Severe
Ahmedabad,2/27/2018,700,Severe
Ahmedabad,2/28/2018,831,Severe
Ahmedabad,3/1/2018,291,Poor
Ahmedabad,3/2/2018,132,Moderate
Ahmedabad,3/3/2018,212,Poor
Ahmedabad,3/4/2018,717,Severe
Ahmedabad,3/5/2018,525,Severe
Ahmedabad,3/6/2018,777,Severe
Ahmedabad,3/7/2018,807,Severe
Ahmedabad,3/8/2018,520,Severe
Ahmedabad,3/9/2018,1171,Severe
Ahmedabad,3/10/2018,1332,Severe
Ahmedabad,3/11/2018,1260,Severe
Ahmedabad,3/12/2018,708,Severe
Ahmedabad,3/13/2018,1108,Severe
Ahmedabad,3/14/2018,761,Severe
Ahmedabad,3/15/2018,541,Severe
Ahmedabad,3/16/2018,1274,Severe
Ahmedabad,3/17/2018,1241,Severe
Ahmedabad,3/18/2018,1210,Severe
Ahmedabad,3/19/2018,301,Very Poor
Ahmedabad,3/20/2018,549,Severe
Ahmedabad,3/21/2018,414,Severe
Ahmedabad,3/22/2018,484,Severe
Ahmedabad,3/23/2018,577,Severe
Ahmedabad,3/24/2018,862,Severe
Ahmedabad,3/25/2018,889,Severe
Ahmedabad,3/26/2018,1001,Severe
Ahmedabad,3/27/2018,1156,Severe
Ahmedabad,3/28/2018,691,Severe
Ahmedabad,3/29/2018,308,Very Poor
Ahmedabad,3/30/2018,965,Severe
Ahmedabad,3/31/2018,1434,Severe
Ahmedabad,4/1/2018,579,Severe
Ahmedabad,4/2/2018,1034,Severe
Ahmedabad,4/3/2018,498,Severe
Ahmedabad,4/4/2018,265,Poor
Ahmedabad,4/5/2018,740,Severe
Ahmedabad,4/6/2018,856,Severe
Ahmedabad,4/7/2018,304,Very Poor
Ahmedabad,4/8/2018,657,Severe
Ahmedabad,4/9/2018,403,Severe
Ahmedabad,4/10/2018,596,Severe
Ahmedabad,4/11/2018,392,Very Poor
Ahmedabad,4/12/2018,414,Severe
Ahmedabad,4/13/2018,442,Severe
Ahmedabad,4/14/2018,438,Severe
Ahmedabad,4/15/2018,561,Severe
Ahmedabad,4/16/2018,660,Severe
Ahmedabad,4/17/2018,616,Severe
Ahmedabad,4/18/2018,855,Severe
Ahmedabad,4/19/2018,633,Severe
Ahmedabad,4/20/2018,274,Poor
Ahmedabad,4/21/2018,210,Poor
Ahmedabad,4/22/2018,478,Severe
Ahmedabad,4/23/2018,465,Severe
Ahmedabad,4/24/2018,836,Severe
Ahmedabad,4/25/2018,1235,Severe
Ahmedabad,4/26/2018,525,Severe
Ahmedabad,4/27/2018,525,Severe
Ahmedabad,4/28/2018,650,Severe
Ahmedabad,4/29/2018,219,Poor
Ahmedabad,4/30/2018,328,Very Poor
Ahmedabad,5/1/2018,351,Very Poor
Ahmedabad,5/2/2018,286,Poor
Ahmedabad,5/3/2018,337,Very Poor
Ahmedabad,5/4/2018,249,Poor
Ahmedabad,5/5/2018,376,Very Poor
Ahmedabad,5/6/2018,415,Severe
Ahmedabad,5/7/2018,228,Poor
Ahmedabad,5/8/2018,266,Poor
Ahmedabad,5/9/2018,257,Poor
Ahmedabad,5/10/2018,409,Severe
Ahmedabad,5/11/2018,524,Severe
Ahmedabad,5/12/2018,222,Poor
Ahmedabad,5/13/2018,332,Very Poor
Ahmedabad,5/14/2018,272,Poor
Ahmedabad,5/15/2018,232,Poor
Ahmedabad,5/16/2018,247,Poor
Ahmedabad,5/17/2018,254,Poor
Ahmedabad,5/18/2018,236,Poor
Ahmedabad,5/19/2018,273,Poor
Ahmedabad,5/20/2018,273,Poor
Ahmedabad,5/21/2018,256,Poor
Ahmedabad,5/22/2018,217,Poor
Ahmedabad,5/23/2018,291,Poor
Ahmedabad,5/24/2018,314,Very Poor
Ahmedabad,5/25/2018,355,Very Poor
Ahmedabad,5/26/2018,587,Severe
Ahmedabad,5/27/2018,535,Severe
Ahmedabad,5/28/2018,366,Very Poor
Ahmedabad,5/29/2018,404,Severe
Ahmedabad,5/30/2018,,
Ahmedabad,5/31/2018,,
Ahmedabad,6/1/2018,355,Very Poor
Ahmedabad,6/2/2018,338,Very Poor
Ahmedabad,6/3/2018,351,Very Poor
Ahmedabad,6/4/2018,280,Poor
Ahmedabad,6/5/2018,297,Poor
Ahmedabad,6/6/2018,319,Very Poor
Ahmedabad,6/7/2018,247,Poor
Ahmedabad,6/8/2018,321,Very Poor
Ahmedabad,6/9/2018,319,Very Poor
Ahmedabad,6/10/2018,345,Very Poor
Ahmedabad,6/11/2018,492,Severe
Ahmedabad,6/12/2018,491,Severe
Ahmedabad,6/13/2018,503,Severe
Ahmedabad,6/14/2018,523,Severe
Ahmedabad,6/15/2018,539,Severe
Ahmedabad,6/16/2018,492,Severe
Ahmedabad,6/17/2018,513,Severe
Ahmedabad,6/18/2018,497,Severe
Ahmedabad,6/19/2018,433,Severe
Ahmedabad,6/20/2018,484,Severe
Ahmedabad,6/21/2018,471,Severe
Ahmedabad,6/22/2018,502,Severe
Ahmedabad,6/23/2018,495,Severe
Ahmedabad,6/24/2018,486,Severe
Ahmedabad,6/25/2018,524,Severe
Ahmedabad,6/26/2018,556,Severe
Ahmedabad,6/27/2018,508,Severe
Ahmedabad,6/28/2018,413,Severe
Ahmedabad,6/29/2018,421,Severe
Ahmedabad,6/30/2018,400,Very Poor
Ahmedabad,7/1/2018,361,Very Poor
Ahmedabad,7/2/2018,385,Very Poor
Ahmedabad,7/3/2018,428,Severe
Ahmedabad,7/4/2018,440,Severe
Ahmedabad,7/5/2018,510,Severe
Ahmedabad,7/6/2018,513,Severe
Ahmedabad,7/7/2018,365,Very Poor
Ahmedabad,7/8/2018,336,Very Poor
Ahmedabad,7/9/2018,377,Very Poor
Ahmedabad,7/10/2018,442,Severe
Ahmedabad,7/11/2018,421,Severe
Ahmedabad,7/12/2018,428,Severe
Ahmedabad,7/13/2018,472,Severe
Ahmedabad,7/14/2018,478,Severe
Ahmedabad,7/15/2018,422,Severe
Ahmedabad,7/16/2018,347,Very Poor
Ahmedabad,7/17/2018,461,Severe
Ahmedabad,7/18/2018,447,Severe
Ahmedabad,7/19/2018,486,Severe
Ahmedabad,7/20/2018,510,Severe
Ahmedabad,7/21/2018,576,Severe
Ahmedabad,7/22/2018,485,Severe
Ahmedabad,7/23/2018,488,Severe
Ahmedabad,7/24/2018,613,Severe
Ahmedabad,7/25/2018,577,Severe
Ahmedabad,7/26/2018,474,Severe
Ahmedabad,7/27/2018,458,Severe
Ahmedabad,7/28/2018,428,Severe
Ahmedabad,7/29/2018,429,Severe
Ahmedabad,7/30/2018,461,Severe
Ahmedabad,7/31/2018,450,Severe
Ahmedabad,8/1/2018,453,Severe
Ahmedabad,8/2/2018,459,Severe
Ahmedabad,8/3/2018,468,Severe
Ahmedabad,8/4/2018,424,Severe
Ahmedabad,8/5/2018,366,Very Poor
Ahmedabad,8/6/2018,465,Severe
Ahmedabad,8/7/2018,434,Severe
Ahmedabad,8/8/2018,470,Severe
Ahmedabad,8/9/2018,455,Severe
Ahmedabad,8/10/2018,489,Severe
Ahmedabad,8/11/2018,431,Severe
Ahmedabad,8/12/2018,402,Severe
Ahmedabad,8/13/2018,469,Severe
Ahmedabad,8/14/2018,476,Severe
Ahmedabad,8/15/2018,459,Severe
Ahmedabad,8/16/2018,342,Very Poor
Ahmedabad,8/17/2018,311,Very Poor
Ahmedabad,8/18/2018,467,Severe
Ahmedabad,8/19/2018,429,Severe
Ahmedabad,8/20/2018,490,Severe
Ahmedabad,8/21/2018,445,Severe
Ahmedabad,8/22/2018,499,Severe
Ahmedabad,8/23/2018,482,Severe
Ahmedabad,8/24/2018,527,Severe
Ahmedabad,8/25/2018,556,Severe
Ahmedabad,8/26/2018,482,Severe
Ahmedabad,8/27/2018,597,Severe
Ahmedabad,8/28/2018,491,Severe
Ahmedabad,8/29/2018,460,Severe
Ahmedabad,8/30/2018,510,Severe
Ahmedabad,8/31/2018,623,Severe
Ahmedabad,9/1/2018,577,Severe
Ahmedabad,9/2/2018,440,Severe
Ahmedabad,9/3/2018,,
Ahmedabad,9/4/2018,,
Ahmedabad,9/5/2018,,
Ahmedabad,9/6/2018,520,Severe
Ahmedabad,9/7/2018,518,Severe
Ahmedabad,9/8/2018,524,Severe
Ahmedabad,9/9/2018,576,Severe
Ahmedabad,9/10/2018,688,Severe
Ahmedabad,9/11/2018,521,Severe
Ahmedabad,9/12/2018,447,Severe
Ahmedabad,9/13/2018,477,Severe
Ahmedabad,9/14/2018,481,Severe
Ahmedabad,9/15/2018,500,Severe
Ahmedabad,9/16/2018,530,Severe
Ahmedabad,9/17/2018,696,Severe
Ahmedabad,9/18/2018,580,Severe
Ahmedabad,9/19/2018,546,Severe
Ahmedabad,9/20/2018,631,Severe
Ahmedabad,9/21/2018,876,Severe
Ahmedabad,9/22/2018,493,Severe
Ahmedabad,9/23/2018,410,Severe
Ahmedabad,9/24/2018,398,Very Poor
Ahmedabad,9/25/2018,457,Severe
Ahmedabad,9/26/2018,428,Severe
Ahmedabad,9/27/2018,413,Severe
Ahmedabad,9/28/2018,680,Severe
Ahmedabad,9/29/2018,787,Severe
Ahmedabad,9/30/2018,862,Severe
Ahmedabad,10/1/2018,951,Severe
Ahmedabad,10/2/2018,712,Severe
Ahmedabad,10/3/2018,483,Severe
Ahmedabad,10/4/2018,379,Very Poor
Ahmedabad,10/5/2018,214,Poor
Ahmedabad,10/6/2018,508,Severe
Ahmedabad,10/7/2018,713,Severe
Ahmedabad,10/8/2018,688,Severe
Ahmedabad,10/9/2018,844,Severe
Ahmedabad,10/10/2018,786,Severe
Ahmedabad,10/11/2018,664,Severe
Ahmedabad,10/12/2018,914,Severe
Ahmedabad,10/13/2018,536,Severe
Ahmedabad,10/14/2018,403,Severe
Ahmedabad,10/15/2018,427,Severe
Ahmedabad,10/16/2018,685,Severe
Ahmedabad,10/17/2018,558,Severe
Ahmedabad,10/18/2018,487,Severe
Ahmedabad,10/19/2018,453,Severe
Ahmedabad,10/20/2018,559,Severe
Ahmedabad,10/21/2018,1291,Severe
Ahmedabad,10/22/2018,1350,Severe
Ahmedabad,10/23/2018,1561,Severe
Ahmedabad,10/24/2018,906,Severe
Ahmedabad,10/25/2018,824,Severe
Ahmedabad,10/26/2018,578,Severe
Ahmedabad,10/27/2018,161,Moderate
Ahmedabad,10/28/2018,849,Severe
Ahmedabad,10/29/2018,574,Severe
Ahmedabad,10/30/2018,509,Severe
Ahmedabad,10/31/2018,556,Severe
Ahmedabad,11/1/2018,669,Severe
Ahmedabad,11/2/2018,1217,Severe
Ahmedabad,11/3/2018,1033,Severe
Ahmedabad,11/4/2018,625,Severe
Ahmedabad,11/5/2018,803,Severe
Ahmedabad,11/6/2018,741,Severe
Ahmedabad,11/7/2018,776,Severe
Ahmedabad,11/8/2018,1630,Severe
Ahmedabad,11/9/2018,1160,Severe
Ahmedabad,11/10/2018,1056,Severe
Ahmedabad,11/11/2018,1256,Severe
Ahmedabad,11/12/2018,1154,Severe
Ahmedabad,11/13/2018,1548,Severe
Ahmedabad,11/14/2018,820,Severe
Ahmedabad,11/15/2018,688,Severe
Ahmedabad,11/16/2018,595,Severe
Ahmedabad,11/17/2018,1354,Severe
Ahmedabad,11/18/2018,1672,Severe
Ahmedabad,11/19/2018,1472,Severe
Ahmedabad,11/20/2018,1295,Severe
Ahmedabad,11/21/2018,1646,Severe
Ahmedabad,11/22/2018,1329,Severe
Ahmedabad,11/23/2018,530,Severe
Ahmedabad,11/24/2018,798,Severe
Ahmedabad,11/25/2018,689,Severe
Ahmedabad,11/26/2018,413,Severe
Ahmedabad,11/27/2018,415,Severe
Ahmedabad,11/28/2018,228,Poor
Ahmedabad,11/29/2018,392,Very Poor
Ahmedabad,11/30/2018,657,Severe
Ahmedabad,12/1/2018,657,Severe
Ahmedabad,12/2/2018,702,Severe
Ahmedabad,12/3/2018,488,Severe
Ahmedabad,12/4/2018,605,Severe
Ahmedabad,12/5/2018,687,Severe
