City,Date,AQI,AQI_Bucket
Amaravati,11/28/2018,215,Poor
Amaravati,11/29/2018,,
Amaravati,11/30/2018,,
Amaravati,12/1/2018,145,Moderate
Amaravati,12/2/2018,160,Moderate
Amaravati,12/3/2018,130,Moderate
Amaravati,12/4/2018,176,Moderate
Amaravati,12/5/2018,245,Poor
Amaravati,12/6/2018,,
Amaravati,12/7/2018,209,Poor
Amaravati,12/8/2018,256,Poor
Amaravati,12/9/2018,266,Poor
Amaravati,12/10/2018,276,Poor
Amaravati,12/11/2018,218,Poor
Amaravati,12/12/2018,206,Poor
Amaravati,12/13/2018,,
Amaravati,12/14/2018,180,Moderate
Amaravati,12/15/2018,217,Poor
Amaravati,12/16/2018,211,Poor
Amaravati,12/17/2018,90,Satisfactory
Amaravati,12/18/2018,49,Good
Amaravati,12/19/2018,46,Good
Amaravati,12/20/2018,,
Amaravati,12/21/2018,81,Satisfactory
Amaravati,12/22/2018,89,Satisfactory
Amaravati,12/23/2018,136,Moderate
Amaravati,12/24/2018,199,Moderate
Amaravati,12/25/2018,221,Poor
Amaravati,12/26/2018,178,Moderate
Amaravati,12/27/2018,,
Amaravati,12/28/2018,119,Moderate
Amaravati,12/29/2018,153,Moderate
Amaravati,12/30/2018,202,Poor
Amaravati,12/31/2018,191,Moderate
Amaravati,1/1/2019,183,Moderate
Amaravati,1/2/2019,210,Poor
Amaravati,1/3/2019,304,Very Poor
Amaravati,1/4/2019,312,Very Poor
Amaravati,1/5/2019,304,Very Poor
Amaravati,1/6/2019,306,Very Poor
Amaravati,1/7/2019,302,Very Poor
Amaravati,1/8/2019,298,Poor
Amaravati,1/9/2019,274,Poor
Amaravati,1/10/2019,270,Poor
Amaravati,1/11/2019,302,Very Poor
Amaravati,1/12/2019,257,Poor
Amaravati,1/13/2019,212,Poor
Amaravati,1/14/2019,256,Poor
Amaravati,1/15/2019,301,Very Poor
Amaravati,1/16/2019,274,Poor
Amaravati,1/17/2019,262,Poor
Amaravati,1/18/2019,287,Poor
Amaravati,1/19/2019,262,Poor
Amaravati,1/20/2019,242,Poor
Amaravati,1/21/2019,204,Poor
Amaravati,1/22/2019,230,Poor
Amaravati,1/23/2019,171,Moderate
Amaravati,1/24/2019,113,Moderate
Amaravati,1/25/2019,96,Satisfactory
Amaravati,1/26/2019,56,Satisfactory
Amaravati,1/27/2019,48,Good
Amaravati,1/28/2019,91,Satisfactory
Amaravati,1/29/2019,96,Satisfactory
Amaravati,1/30/2019,111,Moderate
Amaravati,1/31/2019,143,Moderate
Amaravati,2/1/2019,141,Moderate
Amaravati,2/2/2019,130,Moderate
Amaravati,2/3/2019,149,Moderate
Amaravati,2/4/2019,150,Moderate
Amaravati,2/5/2019,159,Moderate
Amaravati,2/6/2019,178,Moderate
Amaravati,2/7/2019,159,Moderate
Amaravati,2/8/2019,126,Moderate
Amaravati,2/9/2019,115,Moderate
Amaravati,2/10/2019,136,Moderate
Amaravati,2/11/2019,131,Moderate
Amaravati,2/12/2019,137,Moderate
Amaravati,2/13/2019,121,Moderate
Amaravati,2/14/2019,157,Moderate
Amaravati,2/15/2019,116,Moderate
Amaravati,2/16/2019,87,Satisfactory
Amaravati,2/17/2019,58,Satisfactory
Amaravati,2/18/2019,74,Satisfactory
Amaravati,2/19/2019,90,Satisfactory
Amaravati,2/20/2019,61,Satisfactory
Amaravati,2/21/2019,96,Satisfactory
Amaravati,2/22/2019,96,Satisfactory
Amaravati,2/23/2019,126,Moderate
Amaravati,2/24/2019,131,Moderate
Amaravati,2/25/2019,95,Satisfactory
Amaravati,2/26/2019,62,Satisfactory
Amaravati,2/27/2019,64,Satisfactory
Amaravati,2/28/2019,60,Satisfactory
Amaravati,3/1/2019,101,Moderate
Amaravati,3/2/2019,63,Satisfactory
Amaravati,3/3/2019,57,Satisfactory
Amaravati,3/4/2019,54,Satisfactory
Amaravati,3/5/2019,61,Satisfactory
Amaravati,3/6/2019,120,Moderate
Amaravati,3/7/2019,105,Moderate
Amaravati,3/8/2019,92,Satisfactory
Amaravati,3/9/2019,86,Satisfactory
Amaravati,3/10/2019,56,Satisfactory
Amaravati,3/11/2019,78,Satisfactory
Amaravati,3/12/2019,74,Satisfactory
Amaravati,3/13/2019,97,Satisfactory
Amaravati,3/14/2019,107,Moderate
Amaravati,3/15/2019,130,Moderate
Amaravati,3/16/2019,110,Moderate
Amaravati,3/17/2019,98,Satisfactory
Amaravati,3/18/2019,101,Moderate
Amaravati,3/19/2019,85,Satisfactory
Amaravati,3/20/2019,85,Satisfactory
Amaravati,3/21/2019,60,Satisfactory
Amaravati,3/22/2019,56,Satisfactory
Amaravati,3/23/2019,67,Satisfactory
Amaravati,3/24/2019,79,Satisfactory
Amaravati,3/25/2019,45,Good
Amaravati,3/26/2019,53,Satisfactory
Amaravati,3/27/2019,69,Satisfactory
Amaravati,3/28/2019,65,Satisfactory
Amaravati,3/29/2019,78,Satisfactory
Amaravati,3/30/2019,83,Satisfactory
Amaravati,3/31/2019,64,Satisfactory
Amaravati,4/1/2019,102,Moderate
Amaravati,4/2/2019,92,Satisfactory
Amaravati,4/3/2019,58,Satisfactory
Amaravati,4/4/2019,76,Satisfactory
Amaravati,4/5/2019,78,Satisfactory
Amaravati,4/6/2019,91,Satisfactory
Amaravati,4/7/2019,124,Moderate
Amaravati,4/8/2019,75,Satisfactory
Amaravati,4/9/2019,73,Satisfactory
Amaravati,4/10/2019,101,Moderate
Amaravati,4/11/2019,64,Satisfactory
Amaravati,4/12/2019,80,Satisfactory
Amaravati,4/13/2019,85,Satisfactory
Amaravati,4/14/2019,80,Satisfactory
Amaravati,4/15/2019,84,Satisfactory
Amaravati,4/16/2019,79,Satisfactory
Amaravati,4/17/2019,91,Satisfactory
Amaravati,4/18/2019,79,Satisfactory
Amaravati,4/19/2019,82,Satisfactory
Amaravati,4/20/2019,45,Good
Amaravati,4/21/2019,41,Good
Amaravati,4/22/2019,78,Satisfactory
Amaravati,4/23/2019,124,Moderate
Amaravati,4/24/2019,73,Satisfactory
Amaravati,4/25/2019,71,Satisfactory
Amaravati,4/26/2019,79,Satisfactory
Amaravati,4/27/2019,78,Satisfactory
Amaravati,4/28/2019,57,Satisfactory
Amaravati,4/29/2019,46,Good
Amaravati,4/30/2019,58,Satisfactory
Amaravati,5/1/2019,83,Satisfactory
Amaravati,5/2/2019,109,Moderate
Amaravati,5/3/2019,148,Moderate
Amaravati,5/4/2019,158,Moderate
Amaravati,5/5/2019,146,Moderate
Amaravati,5/6/2019,133,Moderate
Amaravati,5/7/2019,122,Moderate
Amaravati,5/8/2019,126,Moderate
Amaravati,5/9/2019,131,Moderate
Amaravati,5/10/2019,124,Moderate
Amaravati,5/11/2019,106,Moderate
Amaravati,5/12/2019,,
Amaravati,5/13/2019,,
Amaravati,5/14/2019,,
Amaravati,5/15/2019,109,Moderate
Amaravati,5/16/2019,92,Satisfactory
Amaravati,5/17/2019,88,Satisfactory
Amaravati,5/18/2019,95,Satisfactory
Amaravati,5/19/2019,93,Satisfactory
Amaravati,5/20/2019,104,Moderate
Amaravati,5/21/2019,80,Satisfactory
Amaravati,5/22/2019,,
Amaravati,5/23/2019,99,Satisfactory
Amaravati,5/24/2019,99,Satisfactory
Amaravati,5/25/2019,108,Moderate
Amaravati,5/26/2019,99,Satisfactory
Amaravati,5/27/2019,106,Moderate
Amaravati,5/28/2019,85,Satisfactory
Amaravati,5/29/2019,83,Satisfactory
Amaravati,5/30/2019,83,Satisfactory
Amaravati,5/31/2019,74,Satisfactory
Amaravati,6/1/2019,103,Moderate
Amaravati,6/2/2019,101,Moderate
Amaravati,6/3/2019,80,Satisfactory
Amaravati,6/4/2019,107,Moderate
Amaravati,6/5/2019,91,Satisfactory
Amaravati,6/6/2019,78,Satisfactory
Amaravati,6/7/2019,65,Satisfactory
Amaravati,6/8/2019,71,Satisfactory
Amaravati,6/9/2019,90,Satisfactory
Amaravati,6/10/2019,78,Satisfactory
Amaravati,6/11/2019,61,Satisfactory
Amaravati,6/12/2019,50,Good
Amaravati,6/13/2019,42,Good
Amaravati,6/14/2019,38,Good
Amaravati,6/15/2019,54,Satisfactory
Amaravati,6/16/2019,75,Satisfactory
Amaravati,6/17/2019,72,Satisfactory
Amaravati,6/18/2019,59,Satisfactory
Amaravati,6/19/2019,77,Satisfactory
Amaravati,6/20/2019,59,Satisfactory
Amaravati,6/21/2019,42,Good
Amaravati,6/22/2019,46,Good
Amaravati,6/23/2019,48,Good
Amaravati,6/24/2019,53,Satisfactory
Amaravati,6/25/2019,78,Satisfactory
Amaravati,6/26/2019,74,Satisfactory
Amaravati,6/27/2019,70,Satisfactory
Amaravati,6/28/2019,42,Good
Amaravati,6/29/2019,40,Good
Amaravati,6/30/2019,46,Good
Amaravati,7/1/2019,39,Good
Amaravati,7/2/2019,66,Satisfactory
Amaravati,7/3/2019,68,Satisfactory
Amaravati,7/4/2019,68,Satisfactory
Amaravati,7/5/2019,70,Satisfactory
Amaravati,7/6/2019,72,Satisfactory
Amaravati,7/7/2019,43,Good
Amaravati,7/8/2019,35,Good
Amaravati,7/9/2019,37,Good
Amaravati,7/10/2019,75,Satisfactory
Amaravati,7/11/2019,40,Good
Amaravati,7/12/2019,70,Satisfactory
Amaravati,7/13/2019,48,Good
Amaravati,7/14/2019,41,Good
Amaravati,7/15/2019,48,Good
Amaravati,7/16/2019,39,Good
Amaravati,7/17/2019,55,Satisfactory
Amaravati,7/18/2019,53,Satisfactory
Amaravati,7/19/2019,46,Good
Amaravati,7/20/2019,47,Good
Amaravati,7/21/2019,45,Good
Amaravati,7/22/2019,39,Good
Amaravati,7/23/2019,35,Good
Amaravati,7/24/2019,,
Amaravati,7/25/2019,,
Amaravati,7/26/2019,35,Good
Amaravati,7/27/2019,65,Satisfactory
Amaravati,7/28/2019,36,Good
Amaravati,7/29/2019,68,Satisfactory
Amaravati,7/30/2019,28,Good
Amaravati,7/31/2019,29,Good
Amaravati,8/1/2019,34,Good
Amaravati,8/2/2019,68,Satisfactory
Amaravati,8/3/2019,24,Good
Amaravati,8/4/2019,27,Good
Amaravati,8/5/2019,31,Good
Amaravati,8/6/2019,32,Good
Amaravati,8/7/2019,66,Satisfactory
Amaravati,8/8/2019,27,Good
Amaravati,8/9/2019,32,Good
Amaravati,8/10/2019,70,Satisfactory
Amaravati,8/11/2019,76,Satisfactory
Amaravati,8/12/2019,49,Good
Amaravati,8/13/2019,,
Amaravati,8/14/2019,,
Amaravati,8/15/2019,51,Satisfactory
Amaravati,8/16/2019,49,Good
Amaravati,8/17/2019,40,Good
Amaravati,8/18/2019,,
Amaravati,8/19/2019,,
Amaravati,8/20/2019,,
Amaravati,8/21/2019,,
Amaravati,8/22/2019,,
Amaravati,8/23/2019,,
Amaravati,8/24/2019,,
Amaravati,8/25/2019,,
Amaravati,8/26/2019,,
Amaravati,8/27/2019,,
Amaravati,8/28/2019,92,Satisfactory
Amaravati,8/29/2019,47,Good
Amaravati,8/30/2019,37,Good
Amaravati,8/31/2019,,
Amaravati,9/1/2019,,
Amaravati,9/2/2019,,
Amaravati,9/3/2019,,
Amaravati,9/4/2019,,
Amaravati,9/5/2019,,
Amaravati,9/6/2019,,
Amaravati,9/7/2019,,
Amaravati,9/8/2019,,
Amaravati,9/9/2019,,
Amaravati,9/10/2019,,
Amaravati,9/11/2019,,
Amaravati,9/12/2019,,
Amaravati,9/13/2019,,
Amaravati,9/14/2019,,
Amaravati,9/15/2019,,
Amaravati,9/16/2019,,
Amaravati,9/17/2019,,
Amaravati,9/18/2019,,
Amaravati,9/19/2019,,
Amaravati,9/20/2019,,
Amaravati,9/21/2019,,
Amaravati,9/22/2019,,
Amaravati,9/23/2019,,
Amaravati,9/24/2019,,
Amaravati,9/25/2019,,
Amaravati,9/26/2019,,
Amaravati,9/27/2019,,
Amaravati,9/28/2019,,
Amaravati,9/29/2019,,
Amaravati,9/30/2019,,
Amaravati,10/1/2019,,
Amaravati,10/2/2019,,
Amaravati,10/3/2019,,
Amaravati,10/4/2019,,
Amaravati,10/5/2019,,
Amaravati,10/6/2019,,
Amaravati,10/7/2019,,
Amaravati,10/8/2019,50,Good
Amaravati,10/9/2019,78,Satisfactory
Amaravati,10/10/2019,45,Good
Amaravati,10/11/2019,43,Good
Amaravati,10/12/2019,72,Satisfactory
Amaravati,10/13/2019,46,Good
Amaravati,10/14/2019,74,Satisfactory
Amaravati,10/15/2019,55,Satisfactory
Amaravati,10/16/2019,72,Satisfactory
Amaravati,10/17/2019,51,Satisfactory
Amaravati,10/18/2019,43,Good
Amaravati,10/19/2019,41,Good
Amaravati,10/20/2019,52,Satisfactory
Amaravati,10/21/2019,72,Satisfactory
Amaravati,10/22/2019,44,Good
Amaravati,10/23/2019,71,Satisfactory
Amaravati,10/24/2019,40,Good
Amaravati,10/25/2019,39,Good
Amaravati,10/26/2019,69,Satisfactory
Amaravati,10/27/2019,49,Good
Amaravati,10/28/2019,67,Satisfactory
Amaravati,10/29/2019,48,Good
Amaravati,10/30/2019,48,Good
Amaravati,10/31/2019,45,Good
Amaravati,11/1/2019,64,Satisfactory
Amaravati,11/2/2019,49,Good
Amaravati,11/3/2019,74,Satisfactory
Amaravati,11/4/2019,94,Satisfactory
Amaravati,11/5/2019,122,Moderate
Amaravati,11/6/2019,190,Moderate
Amaravati,11/7/2019,198,Moderate
Amaravati,11/8/2019,174,Moderate
Amaravati,11/9/2019,168,Moderate
Amaravati,11/10/2019,126,Moderate
Amaravati,11/11/2019,77,Satisfactory
Amaravati,11/12/2019,94,Satisfactory
Amaravati,11/13/2019,73,Satisfactory
Amaravati,11/14/2019,101,Moderate
Amaravati,11/15/2019,100,Satisfactory
Amaravati,11/16/2019,115,Moderate
Amaravati,11/17/2019,127,Moderate
Amaravati,11/18/2019,90,Satisfactory
Amaravati,11/19/2019,98,Satisfactory
Amaravati,11/20/2019,162,Moderate
Amaravati,11/21/2019,141,Moderate
Amaravati,11/22/2019,94,Satisfactory
Amaravati,11/23/2019,97,Satisfactory
Amaravati,11/24/2019,136,Moderate
Amaravati,11/25/2019,167,Moderate
Amaravati,11/26/2019,174,Moderate
Amaravati,11/27/2019,151,Moderate
Amaravati,11/28/2019,121,Moderate
Amaravati,11/29/2019,78,Satisfactory
Amaravati,11/30/2019,79,Satisfactory
Amaravati,12/1/2019,94,Satisfactory
Amaravati,12/2/2019,98,Satisfactory
Amaravati,12/3/2019,100,Satisfactory
Amaravati,12/4/2019,156,Moderate
Amaravati,12/5/2019,160,Moderate
Amaravati,12/6/2019,185,Moderate
Amaravati,12/7/2019,174,Moderate
Amaravati,12/8/2019,79,Satisfactory
Amaravati,12/9/2019,61,Satisfactory
Amaravati,12/10/2019,83,Satisfactory
Amaravati,12/11/2019,86,Satisfactory
Amaravati,12/12/2019,72,Satisfactory
Amaravati,12/13/2019,66,Satisfactory
Amaravati,12/14/2019,64,Satisfactory
Amaravati,12/15/2019,73,Satisfactory
Amaravati,12/16/2019,76,Satisfactory
Amaravati,12/17/2019,96,Satisfactory
Amaravati,12/18/2019,137,Moderate
Amaravati,12/19/2019,138,Moderate
Amaravati,12/20/2019,188,Moderate
Amaravati,12/21/2019,166,Moderate
Amaravati,12/22/2019,162,Moderate
Amaravati,12/23/2019,147,Moderate
Amaravati,12/24/2019,138,Moderate
Amaravati,12/25/2019,194,Moderate
Amaravati,12/26/2019,114,Moderate
Amaravati,12/27/2019,77,Satisfactory
Amaravati,12/28/2019,79,Satisfactory
Amaravati,12/29/2019,133,Moderate
Amaravati,12/30/2019,131,Moderate
Amaravati,12/31/2019,87,Satisfactory
Amaravati,1/1/2020,96,Satisfactory
Amaravati,1/2/2020,82,Satisfactory
Amaravati,1/3/2020,76,Satisfactory
Amaravati,1/4/2020,47,Good
Amaravati,1/5/2020,55,Satisfactory
Amaravati,1/6/2020,66,Satisfactory
Amaravati,1/7/2020,109,Moderate
Amaravati,1/8/2020,103,Moderate
Amaravati,1/9/2020,78,Satisfactory
Amaravati,1/10/2020,70,Satisfactory
Amaravati,1/11/2020,110,Moderate
Amaravati,1/12/2020,147,Moderate
Amaravati,1/13/2020,177,Moderate
Amaravati,1/14/2020,168,Moderate
Amaravati,1/15/2020,163,Moderate
Amaravati,1/16/2020,108,Moderate
Amaravati,1/17/2020,82,Satisfactory
Amaravati,1/18/2020,60,Satisfactory
Amaravati,1/19/2020,58,Satisfactory
Amaravati,1/20/2020,62,Satisfactory
Amaravati,1/21/2020,63,Satisfactory
Amaravati,1/22/2020,63,Satisfactory
Amaravati,1/23/2020,87,Satisfactory
Amaravati,1/24/2020,101,Moderate
Amaravati,1/25/2020,98,Satisfactory
Amaravati,1/26/2020,77,Satisfactory
Amaravati,1/27/2020,74,Satisfactory
Amaravati,1/28/2020,65,Satisfactory
Amaravati,1/29/2020,59,Satisfactory
Amaravati,1/30/2020,59,Satisfactory
Amaravati,1/31/2020,66,Satisfactory
Amaravati,2/1/2020,52,Satisfactory
Amaravati,2/2/2020,47,Good
Amaravati,2/3/2020,48,Good
Amaravati,2/4/2020,54,Satisfactory
Amaravati,2/5/2020,54,Satisfactory
Amaravati,2/6/2020,47,Good
Amaravati,2/7/2020,44,Good
Amaravati,2/8/2020,45,Good
Amaravati,2/9/2020,51,Satisfactory
Amaravati,2/10/2020,65,Satisfactory
Amaravati,2/11/2020,70,Satisfactory
Amaravati,2/12/2020,86,Satisfactory
Amaravati,2/13/2020,110,Moderate
Amaravati,2/14/2020,87,Satisfactory
Amaravati,2/15/2020,103,Moderate
Amaravati,2/16/2020,88,Satisfactory
Amaravati,2/17/2020,66,Satisfactory
Amaravati,2/18/2020,66,Satisfactory
Amaravati,2/19/2020,65,Satisfactory
Amaravati,2/20/2020,77,Satisfactory
Amaravati,2/21/2020,74,Satisfactory
Amaravati,2/22/2020,60,Satisfactory
Amaravati,2/23/2020,82,Satisfactory
Amaravati,2/24/2020,68,Satisfactory
Amaravati,2/25/2020,53,Satisfactory
Amaravati,2/26/2020,78,Satisfactory
Amaravati,2/27/2020,73,Satisfactory
Amaravati,2/28/2020,68,Satisfactory
Amaravati,2/29/2020,65,Satisfactory
Amaravati,3/1/2020,67,Satisfactory
Amaravati,3/2/2020,67,Satisfactory
Amaravati,3/3/2020,70,Satisfactory
Amaravati,3/4/2020,66,Satisfactory
Amaravati,3/5/2020,47,Good
Amaravati,3/6/2020,36,Good
Amaravati,3/7/2020,35,Good
Amaravati,3/8/2020,35,Good
Amaravati,3/9/2020,42,Good
Amaravati,3/10/2020,35,Good
Amaravati,3/11/2020,35,Good
Amaravati,3/12/2020,38,Good
Amaravati,3/13/2020,35,Good
Amaravati,3/14/2020,48,Good
Amaravati,3/15/2020,48,Good
Amaravati,3/16/2020,48,Good
Amaravati,3/17/2020,54,Satisfactory
Amaravati,3/18/2020,48,Good
Amaravati,3/19/2020,51,Satisfactory
Amaravati,3/20/2020,43,Good
Amaravati,3/21/2020,37,Good
Amaravati,3/22/2020,39,Good
Amaravati,3/23/2020,51,Satisfactory
Amaravati,3/24/2020,47,Good
Amaravati,3/25/2020,101,Moderate
Amaravati,3/26/2020,108,Moderate
Amaravati,3/27/2020,52,Satisfactory
Amaravati,3/28/2020,61,Satisfactory
Amaravati,3/29/2020,58,Satisfactory
Amaravati,3/30/2020,58,Satisfactory
Amaravati,3/31/2020,69,Satisfactory
Amaravati,4/1/2020,69,Satisfactory
Amaravati,4/2/2020,59,Satisfactory
Amaravati,4/3/2020,59,Satisfactory
Amaravati,4/4/2020,55,Satisfactory
Amaravati,4/5/2020,51,Satisfactory
Amaravati,4/6/2020,39,Good
Amaravati,4/7/2020,30,Good
Amaravati,4/8/2020,38,Good
Amaravati,4/9/2020,52,Satisfactory
Amaravati,4/10/2020,53,Satisfactory
Amaravati,4/11/2020,42,Good
Amaravati,4/12/2020,44,Good
Amaravati,4/13/2020,47,Good
Amaravati,4/14/2020,50,Good
Amaravati,4/15/2020,51,Satisfactory
Amaravati,4/16/2020,43,Good
Amaravati,4/17/2020,40,Good
Amaravati,4/18/2020,41,Good
Amaravati,4/19/2020,35,Good
Amaravati,4/20/2020,30,Good
Amaravati,4/21/2020,26,Good
Amaravati,4/22/2020,26,Good
Amaravati,4/23/2020,30,Good
Amaravati,4/24/2020,31,Good
Amaravati,4/25/2020,43,Good
Amaravati,4/26/2020,56,Satisfactory
Amaravati,4/27/2020,52,Satisfactory
Amaravati,4/28/2020,41,Good
Amaravati,4/29/2020,43,Good
Amaravati,4/30/2020,56,Satisfactory
Amaravati,5/1/2020,51,Satisfactory
Amaravati,5/2/2020,60,Satisfactory
Amaravati,5/3/2020,52,Satisfactory
Amaravati,5/4/2020,55,Satisfactory
Amaravati,5/5/2020,58,Satisfactory
Amaravati,5/6/2020,44,Good
Amaravati,5/7/2020,45,Good
Amaravati,5/8/2020,43,Good
Amaravati,5/9/2020,54,Satisfactory
Amaravati,5/10/2020,42,Good
Amaravati,5/11/2020,43,Good
Amaravati,5/12/2020,39,Good
Amaravati,5/13/2020,41,Good
Amaravati,5/14/2020,36,Good
Amaravati,5/15/2020,39,Good
Amaravati,5/16/2020,41,Good
Amaravati,5/17/2020,48,Good
Amaravati,5/18/2020,55,Satisfactory
Amaravati,5/19/2020,77,Satisfactory
Amaravati,5/20/2020,93,Satisfactory
Amaravati,5/21/2020,105,Moderate
Amaravati,5/22/2020,103,Moderate
Amaravati,5/23/2020,88,Satisfactory
Amaravati,5/24/2020,66,Satisfactory
Amaravati,5/25/2020,57,Satisfactory
Amaravati,5/26/2020,69,Satisfactory
Amaravati,5/27/2020,69,Satisfactory
Amaravati,5/28/2020,64,Satisfactory
Amaravati,5/29/2020,70,Satisfactory
Amaravati,5/30/2020,63,Satisfactory
Amaravati,5/31/2020,62,Satisfactory
Amaravati,6/1/2020,46,Good
Amaravati,6/2/2020,41,Good
Amaravati,6/3/2020,40,Good
Amaravati,6/4/2020,39,Good
Amaravati,6/5/2020,58,Satisfactory
Amaravati,6/6/2020,44,Good
Amaravati,6/7/2020,50,Good
Amaravati,6/8/2020,54,Satisfactory
Amaravati,6/9/2020,61,Satisfactory
Amaravati,6/10/2020,58,Satisfactory
Amaravati,6/11/2020,53,Satisfactory
Amaravati,6/12/2020,47,Good
Amaravati,6/13/2020,44,Good
Amaravati,6/14/2020,47,Good
Amaravati,6/15/2020,41,Good
Amaravati,6/16/2020,39,Good
Amaravati,6/17/2020,36,Good
Amaravati,6/18/2020,42,Good
Amaravati,6/19/2020,43,Good
Amaravati,6/20/2020,55,Satisfactory
Amaravati,6/21/2020,50,Good
Amaravati,6/22/2020,46,Good
Amaravati,6/23/2020,55,Satisfactory
Amaravati,6/24/2020,52,Satisfactory
Amaravati,6/25/2020,50,Good
Amaravati,6/26/2020,37,Good
Amaravati,6/27/2020,42,Good
Amaravati,6/28/2020,49,Good
Amaravati,6/29/2020,56,Satisfactory
Amaravati,6/30/2020,61,Satisfactory
Amaravati,7/1/2020,54,Satisfactory
Amritsar,2/27/2017,,
Amritsar,2/28/2017,52,Satisfactory
Amritsar,3/1/2017,31,Good
Amritsar,3/2/2017,106,Moderate
Amritsar,3/3/2017,98,Satisfactory
Amritsar,3/4/2017,61,Satisfactory
Amritsar,3/5/2017,62,Satisfactory
Amritsar,3/6/2017,78,Satisfactory
Amritsar,3/7/2017,72,Satisfactory
Amritsar,3/8/2017,71,Satisfactory
Amritsar,3/9/2017,59,Satisfactory
Amritsar,3/10/2017,73,Satisfactory
Amritsar,3/11/2017,56,Satisfactory
Amritsar,3/12/2017,55,Satisfactory
Amritsar,3/13/2017,69,Satisfactory
Amritsar,3/14/2017,80,Satisfactory
Amritsar,3/15/2017,89,Satisfactory
Amritsar,3/16/2017,79,Satisfactory
Amritsar,3/17/2017,262,Poor
Amritsar,3/18/2017,184,Moderate
Amritsar,3/19/2017,138,Moderate
Amritsar,3/20/2017,138,Moderate
Amritsar,3/21/2017,100,Satisfactory
Amritsar,3/22/2017,89,Satisfactory
Amritsar,3/23/2017,84,Satisfactory
Amritsar,3/24/2017,72,Satisfactory
Amritsar,3/25/2017,90,Satisfactory
Amritsar,3/26/2017,84,Satisfactory
Amritsar,3/27/2017,74,Satisfactory
Amritsar,3/28/2017,96,Satisfactory
Amritsar,3/29/2017,76,Satisfactory
Amritsar,3/30/2017,71,Satisfactory
Amritsar,3/31/2017,91,Satisfactory
Amritsar,4/1/2017,45,Good
Amritsar,4/2/2017,30,Good
Amritsar,4/3/2017,72,Satisfactory
Amritsar,4/4/2017,76,Satisfactory
Amritsar,4/5/2017,60,Satisfactory
Amritsar,4/6/2017,59,Satisfactory
Amritsar,4/7/2017,,
Amritsar,4/8/2017,,
Amritsar,4/9/2017,44,Good
Amritsar,4/10/2017,57,Satisfactory
Amritsar,4/11/2017,66,Satisfactory
Amritsar,4/12/2017,63,Satisfactory
Amritsar,4/13/2017,85,Satisfactory
Amritsar,4/14/2017,61,Satisfactory
Amritsar,4/15/2017,49,Good
Amritsar,4/16/2017,53,Satisfactory
Amritsar,4/17/2017,82,Satisfactory
Amritsar,4/18/2017,170,Moderate
Amritsar,4/19/2017,109,Moderate
Amritsar,4/20/2017,65,Satisfactory
Amritsar,4/21/2017,,
Amritsar,4/22/2017,,
Amritsar,4/23/2017,,
Amritsar,4/24/2017,,
Amritsar,4/25/2017,42,Good
Amritsar,4/26/2017,46,Good
Amritsar,4/27/2017,43,Good
Amritsar,4/28/2017,43,Good
Amritsar,4/29/2017,45,Good
Amritsar,4/30/2017,43,Good
Amritsar,5/1/2017,41,Good
Amritsar,5/2/2017,97,Satisfactory
Amritsar,5/3/2017,102,Moderate
Amritsar,5/4/2017,100,Satisfactory
Amritsar,5/5/2017,121,Moderate
Amritsar,5/6/2017,117,Moderate
Amritsar,5/7/2017,123,Moderate
Amritsar,5/8/2017,110,Moderate
Amritsar,5/9/2017,122,Moderate
Amritsar,5/10/2017,,
Amritsar,5/11/2017,539,Severe
Amritsar,5/12/2017,473,Severe
Amritsar,5/13/2017,138,Moderate
Amritsar,5/14/2017,116,Moderate
Amritsar,5/15/2017,114,Moderate
Amritsar,5/16/2017,102,Moderate
Amritsar,5/17/2017,80,Satisfactory
Amritsar,5/18/2017,87,Satisfactory
Amritsar,5/19/2017,93,Satisfactory
Amritsar,5/20/2017,98,Satisfactory
Amritsar,5/21/2017,89,Satisfactory
Amritsar,5/22/2017,56,Satisfactory
Amritsar,5/23/2017,56,Satisfactory
Amritsar,5/24/2017,79,Satisfactory
Amritsar,5/25/2017,270,Poor
Amritsar,5/26/2017,48,Good
Amritsar,5/27/2017,35,Good
Amritsar,5/28/2017,34,Good
Amritsar,5/29/2017,26,Good
Amritsar,5/30/2017,44,Good
Amritsar,5/31/2017,67,Satisfactory
Amritsar,6/1/2017,62,Satisfactory
Amritsar,6/2/2017,,
Amritsar,6/3/2017,107,Moderate
Amritsar,6/4/2017,108,Moderate
Amritsar,6/5/2017,125,Moderate
Amritsar,6/6/2017,197,Moderate
Amritsar,6/7/2017,143,Moderate
Amritsar,6/8/2017,64,Satisfactory
Amritsar,6/9/2017,85,Satisfactory
Amritsar,6/10/2017,83,Satisfactory
Amritsar,6/11/2017,70,Satisfactory
Amritsar,6/12/2017,65,Satisfactory
Amritsar,6/13/2017,,
Amritsar,6/14/2017,75,Satisfactory
Amritsar,6/15/2017,88,Satisfactory
Amritsar,6/16/2017,73,Satisfactory
Amritsar,6/17/2017,97,Satisfactory
Amritsar,6/18/2017,80,Satisfactory
Amritsar,6/19/2017,103,Moderate
Amritsar,6/20/2017,81,Satisfactory
Amritsar,6/21/2017,76,Satisfactory
Amritsar,6/22/2017,76,Satisfactory
Amritsar,6/23/2017,86,Satisfactory
Amritsar,6/24/2017,100,Satisfactory
Amritsar,6/25/2017,104,Moderate
Amritsar,6/26/2017,103,Moderate
